1.000000000000000000e+02,8.818423496000003803e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.002013422818791923e+02,8.818423496000003803e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.004026845637583847e+02,8.805624624999999414e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.006040268456375770e+02,8.792838144000001896e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.008053691275167836e+02,8.780064047000001731e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.010067114093959759e+02,8.767302328000001546e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.012080536912751683e+02,8.754552981000002232e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.014093959731543606e+02,8.741815999999999476e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.016107382550335529e+02,8.729091379000001108e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.018120805369127453e+02,8.716379112000001081e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.020134228187919518e+02,8.703679193000002021e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.022147651006711442e+02,8.690991616000003084e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.024161073825503365e+02,8.665653464000002207e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.026174496644295289e+02,8.653002877000002049e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.028187919463087212e+02,8.640364608000002111e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.030201342281879135e+02,8.627738651000001549e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.032214765100671201e+02,8.602523649000000383e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.034228187919463124e+02,8.589934592000001562e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.036241610738255048e+02,8.577357823000002213e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.038255033557046971e+02,8.552241125000000291e-03,0.000000000000000000e+00,0.000000000000000000e+00
