mu,Tc,delta_Tc,order
0.0,102.87453934744451,0.0021784210873079246,2.0
64.0,101.74298651862,0.004662515176676152,2.0
72.0,101.44932148947974,0.004605708625874172,2.0
76.0,101.28748832892768,0.00900234620019802,2.0
80.0,101.1258983948627,0.004605708625874172,1.0
80.0,101.1167783864418,0.008986411185063048,2.0
84.0,100.94640991608128,0.008968632987176761,1.0
96.0,100.37849885660074,0.004355165280507833,1.0
128.0,98.51864386763278,0.004411722416847397,1.0
