mq,sigma
0.009885465892755225,3133.204565234317
0.01129106829319249,3588.7596530641736
0.01163942894399072,3699.285009395434
0.011892638670362957,3779.1965355788293
0.012099680094075416,3844.701184647414
0.012279236830530905,3901.507121686923
0.01244013375939239,3952.4042358678676
0.012587432544047386,3998.980018601608
0.012724187009842177,4042.2722614024688
0.012858533439515955,4082.682511514088
0.012979854372968865,4121.58296579565
0.013095522015890176,4158.710263073519
0.01320639942603938,4194.328649364862
0.013313166458381204,4228.648388626647
0.013396775549726504,4262.7698256522735
0.013497370610701094,4294.755933164552
0.013595196276005542,4325.84629823411
0.013690553995948524,4356.139778786468
0.01378370109987402,4385.720203080849
0.013886845997470908,4412.38396245716
0.013975972969249963,4440.772461277159
0.014063446655205281,4468.664118578651
0.014149433950423247,4496.103048015563
0.014234063133168643,4523.130037893786
0.014317446575089706,4549.780969270155
0.014399689294580499,4576.08840802819
0.014480880847412501,4602.081082040354
0.01456109152629597,4627.785826502896
0.014640390922534354,4653.224499210996
0.014718848811132886,4678.416175977493
0.014796527913581744,4703.378020482093
0.014876267437123896,4731.555937072779
0.01495247963763674,4756.099410703847
0.015028083845422424,4780.445653478802
0.015103158920662347,4804.648517328549
0.015177673039181917,4828.636831701145
0.01525128294671129,4851.953109105624
0.015324412382224381,4875.08311418322
0.01538272165730258,4896.282812117682
0.015455774323609754,4919.499034014378
0.015528451936234802,4942.600866009445
0.01560079197754002,4965.595076968487
0.01567299166809079,4988.451802485094
0.015744719011542122,5011.257586754409
0.015816175512914796,5033.981067008792
0.015887382124577812,5056.629593679356
0.01595835992443933,5079.20985262742
0.016029562646404226,5101.626405525521
0.016100135500732967,5124.0910262946045
0.016170533772717908,5146.50680305801
0.016240774008188713,5168.879458291833
0.01631087306624704,5191.21427481721
0.016380846611645024,5213.516398007326
0.016450709438134963,5235.790847925664
0.016520475832705613,5258.0424459609385
0.016590159327671147,5280.275884979095
0.016659773061452277,5302.495635608803
0.016729330180531847,5324.70593749476
0.01679885102167633,5346.9099444428075
0.016868331615717873,5369.113932290944
0.016937791623642243,5391.320663921601
0.01700724216257465,5413.533885059353
0.01707669471502834,5435.757295017776
0.017146159575213628,5457.994493862311
0.017215648350894973,5480.2489768766445
0.017285170666548604,5502.524217209985
0.017354735900755265,5524.823576982157
0.01742444593227852,5547.159877945467
0.017494126038262867,5569.520284959819
0.017563878072421633,5591.914527912512
0.017633711340488297,5614.345716875948
0.017703634591332312,5636.816924793728
0.017773644619674272,5659.3298351355625
0.01784375879828979,5681.890069879889
