mq,sigma
0.002365179072560063,81678.31729417758
0.0025157203856722354,83639.84037898817
0.0025826859514126383,84494.01114320074
0.0026361303140009893,85167.01119058648
0.0026827088156914517,85747.04157318876
0.0027313488750027068,86267.5410451329
0.002771191777199964,86746.48988766538
0.00280880946023392,87193.77689614486
0.002844730904503563,87616.15531872594
0.0028793685425375906,88018.65981526586
0.002913013031685447,88404.46190259201
0.0029459050598295688,88775.81440139799
0.002978350189676776,89135.21241562963
0.003010606212912476,89483.85794791758
0.0030031573331488173,89818.35839886867
0.003032825446290878,90149.7231575242
0.0030619832201489575,90473.74649410468
0.003097212712144102,90791.09173974872
0.0031259430945911634,91102.17122999909
0.0031543197210281916,91407.86922332441
0.003182376885014098,91708.61688328929
0.0032101378237009413,92004.72588579351
0.003237607600699132,92296.44307751591
0.0032648549762302453,92584.35769622977
0.003291895282181731,92868.66370605501
0.0033187495362323074,93149.60669692651
0.0033454137004057314,93427.16448972217
0.003371982286729298,93702.33666826408
0.003398372506050698,93974.2756593857
0.003424682423032992,94243.99747893376
0.0034508813353789558,94511.18515308131
0.0034769851623006535,94775.99524331518
0.0035030316751126517,95038.7968967627
0.0035290429892941315,95299.78852803756
0.0035549800309034067,95558.54888604929
0.0035809075573092933,95815.68453142002
0.003606854897075311,96071.42739202066
0.0036327695788583806,96325.19134264231
0.00365873029846351,96577.66413985439
0.003684778538852511,96829.1322283162
0.0037108399321231964,97078.73862266396
0.0037369888366986723,97327.0243021184
0.003763292031845448,97574.38971262462
0.003789732204354963,97820.3710761733
0.0038164028366137696,98065.43934576809
0.0038433002978871932,98309.02375582636
0.0038387003668156664,98555.70880736363
0.003861379527215204,98798.60072746384
0.0038841987263693047,99040.35623103395
0.0039072666381975655,99281.70817135346
0.0039304716900495015,99522.14384227908
0.003953825506561383,99761.59513963637
0.003977454448246391,100000.84782030362
0.004010949951910399,100239.41763010347
0.004035177293113463,100477.37030852283
0.004059477355285247,100714.69154173449
0.004083888855925256,100951.40234915217
0.004108434192280704,101188.05973315933
0.004132986704501238,101423.6271205827
0.0041576687112275775,101659.32597041524
0.004176005769179592,101894.37116216165
0.00420064780311648,102129.09596224115
0.0042253343947523045,102363.61997612593
0.004250048413759293,102597.80761020503
0.004274783806467937,102831.63327906653
0.004299565724779275,103065.35948151624
0.004324358322774501,103298.67634642367
0.0043488675863447394,103531.8607129365
0.004391810669712608,103764.30450963796
0.004416727906366075,103997.4197673984
0.004441670192345559,104230.22212563998
0.004466630862456894,104462.68056949633
0.004491638211872521,104695.09450090858
0.004516701435409457,104927.59211205157
0.004541780340357857,105159.84515946716
0.004566907772227548,105392.20376790011
0.004592040341907557,105624.31479306975
0.004617212875802542,105856.5504598506
0.004642411782495513,106088.87066004066
0.004667638895790186,106321.31457404517
0.004692844753208342,106553.49015153751
0.004718048037316515,106785.63409873152
0.004743261480910395,107017.93195297803
0.004768453428933306,107250.16517772825
0.004793701098968242,107483.12426826893
0.004818825643740951,107715.2410498403
0.004843986856466741,107948.07859831276
0.00486910832399484,108181.02192814316
0.004894144568414689,108413.74181487667
0.004919133740714581,108646.6848661927
0.004944072908312861,108879.91367441129
0.0049689127822956725,109113.04606566076
0.004993691832623991,109346.50188416355
0.005018350807273601,109579.74680863704
0.005045756717717274,109813.80513547955
0.005070000874304221,110047.4614531783
0.005094104199812088,110281.16285753027
0.005118019184957163,110514.71309579322
0.005141856560431888,110748.8977953243
0.005158814210575663,110983.04537019055
0.005183206996739076,111217.40750509828
0.005207345687313045,111451.8042213021
0.00523118128256831,111685.97669336217
0.005254812781895385,111920.96186135417
0.005278147829004536,112155.45912504215
0.005301407444616066,112390.2813048411
0.005324931703631277,112624.84575736758
0.005454942986751892,112884.16823978853
0.005460309916468508,113121.35138468005
0.005503052560996209,113361.5017469869
0.0054563858681309,113583.91548883553
0.00557890115161689,113839.78317885591
0.005645530306951142,114072.45359663999
0.005715653791778348,114289.1990014802
0.00517451255893602,114458.00833659053
0.005393597402563266,114700.71924795605
0.005382027553903801,114936.58021016866
0.005439463689619501,115181.05381539476
0.005325248232406247,115422.96009776938
0.0058824548873383465,115756.91935989694
0.005855390268604339,116015.91688008897
0.005618791563814883,116166.352309837
0.0056788732223542636,116420.08413143131
0.0057360006833551145,116674.68444485255
0.00579048704587893,116929.38925814402
0.005842781311963335,117184.14983790285
0.005893243140859171,117438.87035234219
0.005942044969733224,117692.85132927494
0.005989671651951937,117947.34182388803
0.006036107735845738,118201.20908890435
0.006081648425453978,118455.18082048146
0.006126410637570251,118709.1828083246
0.006170446338226304,118962.8879473647
0.006214087807747,119217.38444864775
0.006257283281171564,119471.5598921426
0.0063000429966819736,119725.98988156818
0.006350866016531551,119980.87833765126
0.006394407974743401,120236.17000177276
0.006437603002615594,120491.135363807
0.0064807131999344994,120747.07421994743
0.006523637726873444,121003.17405330655
0.006566405675732357,121259.42019270262
0.006609272899198868,121517.18235584245
0.006651859711240447,121774.02771222043
0.006694554282879429,122032.16250944517
0.006737251368953403,122290.83419304891
0.006779871808005254,122549.45500592735
0.0068227158118083385,122809.75074224999
0.006865534006893758,123070.11998891426
0.00690844821219428,123331.22255793905
0.006951441876451371,123592.87073631168
0.00699454868580971,123855.21365912553
0.007037799509948043,124118.38156495059
0.0070810854755070625,124381.65760143069
0.0071246555734607265,124646.50238452878
0.00716833545845354,124911.80334148038
