mu,Tc,delta_Tc,order
0.0,77.87858133940519,7.039115757834224e-05,2.0
16.0,77.87460391408038,4.2947704237406015e-05,2.0
32.0,77.8670694666815,4.2944950074286226e-05,2.0
48.0,77.86153978445498,4.293980386194107e-05,2.0
50.0,76.97558990519103,0.3462323458390557,1.0
52.0,76.97558990519103,0.3462323458390557,1.0
56.0,77.81114041326181,0.015898424043626846,1.0
64.0,77.72417312981183,0.045817511416956336,1.0
