mu,Tc,delta_Tc,order
0.0,102.6205515851176,0.002178421087300819,2.0
64.0,101.49026774732786,0.004649764407680834,2.0
80.0,100.86925991358493,0.004593021563145783,2.0
88.0,100.54919074392276,0.00287419681386325,2.0
96.0,100.12107209719284,0.004342476937544859,1.0
96.0,100.11811619385196,0.0028633696236610717,2.0
104.0,99.72055942066112,0.01329506084960741,1.0
128.0,98.27139281979667,0.0043989716478591845,1.0
