,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,7664517.84410592,7607599.698968206,7713973.045930312,7608606.3881799625,7618401.474297788,7618060.632647167,7639370.134227365,7631533.0471599605,7628407.054703561,0.0,7650746.415324209,7640792.298362072,7697145.480148028,7666291.236663928,7668476.021949708,7678866.411065029,7734872.025496497,7703675.731426275,7688466.7246782025,7712588.495713284,7733634.75132056,7727223.909744196,7649605.199587284,7758884.746840271,7832257.337567808,7792796.7408979265,7827492.248199512,7837364.026140819,7864511.826807822,7918179.670308067,7901446.674608517,7937832.439536824,8008950.664063485,7968942.6411895305,8011388.654850373,8075465.299660647,8075585.604119184,8106631.196555445,8148233.410207359,8204734.238069587,8316732.287602763,8265488.062912625,8305962.285154821,8404747.943192454,8404655.29089641,8495369.20155105,8458614.333439905,8504776.523698563,8559976.692982573,8621683.890992008,8749767.05987995,8779136.469957005,8832790.996511046,8747373.428188967,8800019.582407704,8855684.725002434,8946192.79146261,8971041.03778087,8949128.703199437,9051781.330648974,9091558.909608122,9125682.556162897,9156561.050682157,9184641.521573728,9209997.628234658,9231908.838134248,9251092.23412814,9267639.841223143,9281483.607413532,9285635.157874582,9311045.766999016,9278073.421433095,9275489.432183191,9262019.827819986,9268232.143581474,9224967.072426278,9193821.225329671,9152542.228860866,9100188.346169952,9035425.501346746,8956489.12311542,8861066.330810603,8746402.870804174,393785.3536004261,338098.174859275,300580.5856002554,268554.06520966295,173115.5791111514,194250.08885161745,204398.59819639317,208405.92228393673,208907.7014219311,207439.65710541166,204895.39508546167,201805.4106335755,198527.27304150123,194413.0505652763,189334.79206062172,184009.37145768653,177276.14837529993
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031682.4752130281,1348772.5117118747,1677100.1216604693,2037311.579766329,2454056.902300418,2962351.805211774,3648689.86628896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8608600.265213998,8441877.27425322,8237506.530160256,7987337.240697996,7685520.371279687,7274688.835229291,6684037.0227133455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
