mq,sigma
0.006462036476822158,1089.3267809812767
0.007405515235597956,1248.8051842033562
0.007635403091029879,1287.950232835861
0.007799562445235953,1317.1172827576897
0.007939331944779594,1339.417540047168
0.008058971829540865,1359.0861819872462
0.008164754148336522,1377.6162960915726
0.008261521790125929,1394.5079982436926
0.008351527072671228,1410.065620175554
0.008432471620602627,1423.9201796345187
0.008516127047411724,1438.3030906452973
0.008592828103998135,1451.3194528368892
0.008666241730202282,1463.7699817759014
0.008743741916615255,1475.8438492270884
0.00880507008605911,1487.1892571454594
0.00887109006385367,1498.208887523564
0.008935573436114577,1508.9905981663023
0.008998607269713273,1519.567416925133
0.009060480184626934,1530.0492530768029
0.009130340967938409,1541.7545597229173
0.009189684385011783,1551.7089323793755
0.009238205549911905,1559.9608355526927
0.009305349636066763,1571.2434908031973
0.009361714377371974,1580.51269967617
0.009417388363113488,1590.04990332545
0.009472210186223736,1599.0364261990937
0.009526449659417935,1608.403401089601
0.009579959001233262,1617.1899543227191
0.009632863263923867,1625.324219895546
0.009685299182371146,1634.3172290632162
0.00973548375425709,1642.3145018642062
0.009788447560224248,1650.7228532998656
0.00983895627131681,1659.1683795881893
0.009889117708295314,1667.8723289199236
0.009939776690902468,1676.2149486371345
0.00998803722587311,1685.471561922165
0.010035588996170668,1694.6565387602311
0.010088212037919746,1701.465546308073
0.010131590180849104,1711.5302314814521
0.010182113728020236,1719.6273430865642
0.01023570499276912,1727.1334834573568
0.010282683589601816,1734.4024259623106
0.010328734169651048,1743.5878531655646
0.01037893917994411,1750.5216825579362
0.010423177127556535,1760.1714280585918
0.010469295834189816,1768.471654006375
0.010515947048817158,1776.5198796574066
0.01056051484334853,1783.9926075009657
0.010616376841531513,1790.5805321526168
0.010660495990812598,1799.956434198655
0.010702623931094979,1808.1637994144205
0.010751955835601656,1816.3326870564997
0.010798553991222317,1824.2630609024332
0.010847037176786346,1831.9461915789452
0.010895633916542856,1839.1929621219608
0.010942490121917938,1847.0012113163843
0.010990419391607583,1854.2097325921238
0.011036817270821116,1862.2087058206914
0.011076444807825082,1871.42429981586
0.011128768119094253,1878.5890478444978
0.01117519345135889,1886.5317718355943
0.011222937166698178,1893.8294443550567
0.01127127996378843,1901.128309101665
0.011315807614873039,1909.7613622418587
0.011365514438020875,1919.721519493749
0.011409603480652671,1925.2706663973618
0.01145404558861167,1934.1862048985681
0.011500458454781098,1942.1948082307883
0.01155222083956297,1950.7407015160957
0.011598834380927882,1956.9996432340297
0.011643708820094243,1964.7834325827998
0.011690818872541552,1972.6592661870243
0.011736947688531634,1981.0976882010284
0.01177654006564758,1989.7918448121125
0.01183421006715517,1996.7978995356154
0.011881473600427546,2004.6135666356045
0.011921724656126698,2014.244431785127
0.011969485365320685,2022.2634058334304
0.012024736769582281,2031.2837732136002
0.012067731388680008,2037.7024351692592
0.012119704281309752,2045.186680794576
0.01216135008762178,2054.4945453880673
0.012206167206648697,2062.5977700356766
0.012259710195259763,2070.23357452466
0.012302337861405761,2078.8623912332246
0.012359623532866994,2085.2032747818007
0.01240116980160543,2095.5164098105583
0.01245267455528867,2103.4938197752813
0.012503525232147187,2111.1581873776827
0.012550033756269773,2120.2261965401694
0.012595215929900672,2128.4175551381186
0.012645483394193382,2136.949803054402
0.01270486210677161,2145.16659148787
0.012754587672108365,2152.8235483248595
0.012804496559444486,2161.0316869977632
0.012850108376132504,2170.1461780246163
0.012901862851084108,2178.095946134238
0.012953562522437947,2186.100493145203
0.013005287737265725,2194.307577752933
0.013056078353430596,2203.0004969753995
0.013107561189014762,2211.587161073224
0.013158886239738958,2220.3180173597507
0.013210776057411888,2229.003642379813
0.01326278660602803,2237.7663862352697
0.013315680687378375,2246.7617894964387
0.013367601310516002,2255.438615169719
0.013420823421059018,2264.61478087975
0.01347371958417096,2273.5509135474554
0.013526934624498761,2282.6082478233157
0.013580381059682458,2291.6727359975634
0.013634300772855672,2301.336067782472
0.013688298372418068,2310.5849459606134
0.013742619487522404,2320.1483139887123
0.013797133602658027,2329.23970483366
0.013851903974008239,2338.22134580579
0.013907167767198773,2348.346878832561
0.013962432781228752,2356.829112829
0.014018278612215065,2366.8270307831567
0.014074300688650981,2376.1465788099695
0.014130629633734407,2385.468083952882
0.014187350958342365,2395.188815789517
0.014244363712873756,2404.7554195567195
0.014301684199854147,2414.2482268019935
0.014359374131565641,2423.9242200427616
0.014417496064512328,2433.9957395926544
0.014475914201901231,2443.863855088144
0.01453479383243589,2454.3141626421057
0.01459389600270941,2464.0105606567986
0.01465339262995005,2473.8917347791908
0.014713266411638047,2483.8340994823475
0.014773858405683989,2495.4546833864997
0.014834547301557234,2505.6123238989317
0.014895645930151129,2515.8491026606976
0.014957209226649195,2526.4127999592743
0.015007280288396539,2536.8143582930966
0.01508160305962501,2547.698021760931
0.015144347061908902,2557.9850293611644
0.015207625242778943,2568.7566930937846
0.015259333324392048,2579.5002488977784
0.015322975901073467,2590.283500564166
0.015400099484144433,2600.9832561669778
0.015465217996685807,2611.967402659292
0.015530786115600595,2622.8334181665036
0.015596856760535505,2633.828963914026
0.015663548171230245,2645.526645054609
0.015715936256669873,2656.6788379177515
0.015783170699628125,2668.0075587616684
0.015866475553753194,2679.72374628784
0.015935161069773045,2691.1545181339657
0.016004406156687717,2702.723884288378
0.016074292058482795,2714.777756810456
0.016144666574487022,2726.5044005560508
0.01621562004681917,2738.321906326169
0.016287169853149732,2750.267460754728
0.0163594588792026,2762.8921596387913
0.01643223661045171,2775.0433765523344
0.01650561613665227,2787.2088514600796
