6.000000000000000000e+01,1.560000000000000000e+02,1.570000000000000000e+02,1.780000000000000000e+02
6.112244897959183731e+01,2.015000000000000000e+02,2.030000000000000000e+02,0.000000000000000000e+00
6.224489795918367463e+01,2.015000000000000000e+02,2.085000000000000000e+02,2.145000000000000000e+02
6.336734693877551194e+01,2.020000000000000000e+02,2.050000000000000000e+02,2.070000000000000000e+02
6.448979591836734926e+01,2.025000000000000000e+02,2.050000000000000000e+02,2.150000000000000000e+02
6.561224489795918657e+01,2.030000000000000000e+02,2.060000000000000000e+02,2.095000000000000000e+02
6.673469387755102389e+01,2.035000000000000000e+02,2.075000000000000000e+02,0.000000000000000000e+00
6.785714285714286120e+01,2.035000000000000000e+02,2.085000000000000000e+02,2.130000000000000000e+02
6.897959183673469852e+01,2.040000000000000000e+02,2.095000000000000000e+02,2.135000000000000000e+02
7.010204081632653583e+01,2.045000000000000000e+02,2.175000000000000000e+02,0.000000000000000000e+00
7.122448979591837315e+01,2.050000000000000000e+02,2.120000000000000000e+02,2.125000000000000000e+02
7.234693877551021046e+01,2.055000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.346938775510204778e+01,2.055000000000000000e+02,2.150000000000000000e+02,2.155000000000000000e+02
7.459183673469387088e+01,2.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.571428571428570820e+01,2.065000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.683673469387754551e+01,2.065000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.795918367346938282e+01,2.070000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.908163265306122014e+01,2.075000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.020408163265305745e+01,2.075000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.132653061224489477e+01,2.080000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.244897959183673208e+01,2.080000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.357142857142856940e+01,2.085000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.469387755102040671e+01,2.085000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.581632653061224403e+01,2.085000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.693877551020408134e+01,2.090000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.806122448979591866e+01,2.090000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.918367346938775597e+01,2.090000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.030612244897959329e+01,2.090000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.142857142857143060e+01,2.090000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.255102040816325371e+01,2.085000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.367346938775509102e+01,2.085000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.479591836734692833e+01,9.000000000000000000e+00,4.950000000000000000e+01,2.080000000000000000e+02
9.591836734693876565e+01,5.500000000000000000e+00,6.300000000000000000e+01,2.080000000000000000e+02
9.704081632653060296e+01,4.500000000000000000e+00,7.350000000000000000e+01,2.075000000000000000e+02
9.816326530612244028e+01,4.000000000000000000e+00,8.250000000000000000e+01,2.065000000000000000e+02
9.928571428571427759e+01,3.500000000000000000e+00,9.050000000000000000e+01,2.060000000000000000e+02
1.004081632653061149e+02,3.000000000000000000e+00,9.800000000000000000e+01,2.050000000000000000e+02
1.015306122448979522e+02,3.000000000000000000e+00,1.050000000000000000e+02,2.040000000000000000e+02
1.026530612244897895e+02,2.500000000000000000e+00,3.000000000000000000e+00,1.120000000000000000e+02
1.037755102040816269e+02,1.195000000000000000e+02,2.010000000000000000e+02,0.000000000000000000e+00
1.048979591836734642e+02,1.265000000000000000e+02,1.990000000000000000e+02,0.000000000000000000e+00
1.060204081632653015e+02,1.345000000000000000e+02,1.965000000000000000e+02,0.000000000000000000e+00
1.071428571428571388e+02,1.430000000000000000e+02,1.930000000000000000e+02,0.000000000000000000e+00
1.082653061224489761e+02,1.525000000000000000e+02,1.880000000000000000e+02,0.000000000000000000e+00
1.093877551020408134e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.105102040816326507e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.116326530612244881e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.127551020408163254e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.138775510204081627e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.150000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
