,lambda1,mq_improved,sigma_improved
0,5.0,"[6.76093184e-04 6.92617530e-04 7.09173610e-04 7.26495117e-04
 7.44981061e-04 7.65350533e-04 7.86490166e-04 8.08520461e-04
 8.31888181e-04 8.56336276e-04 8.82902246e-04 9.10660546e-04
 9.40000711e-04 9.72241966e-04 1.00524551e-03 1.04214081e-03
 1.08128344e-03 1.12310975e-03 1.16885189e-03 1.21814090e-03
 1.27073470e-03 1.33068024e-03 1.39543609e-03 1.46721059e-03
 1.54702853e-03 1.63737524e-03 1.73924777e-03 1.85701532e-03
 1.99499705e-03 2.15890661e-03 2.35900979e-03 2.60959702e-03
 2.93789236e-03 3.39511917e-03 4.09837916e-03 5.40345396e-03
 9.51992418e-03 9.61693405e-03 9.71616402e-03 9.81888029e-03
 9.92485355e-03 1.00340023e-02 1.01466860e-02 1.02629913e-02
 1.03832800e-02 1.05077141e-02 1.06365642e-02 1.07701666e-02
 1.09086659e-02 1.10525027e-02 1.12019676e-02 1.13574842e-02
 1.15194680e-02 1.16833812e-02 1.18599511e-02 1.20445333e-02
 1.22377941e-02 1.24404195e-02 1.26526827e-02 1.28766656e-02
 1.31118533e-02 1.33606767e-02 1.36230293e-02 1.39015879e-02
 1.41976346e-02 1.45124751e-02 1.48492529e-02 1.52097701e-02
 1.55975002e-02 1.60156433e-02 1.64688007e-02 1.69616498e-02
 1.75007302e-02 1.80937932e-02 1.87505507e-02 1.94832589e-02
 2.03079005e-02 2.12454948e-02 2.23244371e-02 2.35843926e-02
 2.50739005e-02 2.68950285e-02 2.91906441e-02 3.21735831e-02
 3.63033660e-02 4.25766992e-02 5.38661546e-02 8.54321893e-02
 8.60879729e-02 8.67590215e-02 8.74458905e-02 8.81488503e-02
 8.88705360e-02 8.96163004e-02 9.03752439e-02 9.11330292e-02
 9.19519285e-02 9.27656215e-02 9.36046500e-02 9.44747989e-02
 9.53551917e-02 9.63036319e-02 9.72485374e-02 9.82135968e-02
 9.91987434e-02 1.00262720e-01 1.01313274e-01 1.02421749e-01
 1.03547954e-01 1.04741224e-01 1.05954833e-01 1.07245310e-01
 1.08558614e-01 1.09919515e-01 1.11323924e-01 1.12799104e-01
 1.14339531e-01 1.15938308e-01 1.17604841e-01 1.19345902e-01
 1.21167668e-01 1.23029919e-01 1.25078611e-01 1.27180151e-01
 1.29387477e-01 1.31716815e-01 1.34201290e-01 1.36781009e-01
 1.39546146e-01 1.42540433e-01 1.45673939e-01 1.49049085e-01
 1.52645940e-01 1.56541211e-01 1.60736248e-01 1.65336513e-01
 1.70336229e-01 1.75817437e-01 1.81874443e-01 1.88626141e-01
 1.96155042e-01 2.02579065e-01 2.04708560e-01 2.14499770e-01
 2.25888182e-01 2.39312829e-01 2.55493940e-01 2.75538358e-01
 3.01264172e-01 3.36073856e-01 3.87132825e-01 4.00857205e-01
 4.72830036e-01 5.82305611e-01 6.68579436e-01 6.72001485e-01
 6.75478067e-01 6.79010659e-01 6.82600798e-01 6.86250078e-01
 6.89960160e-01 6.93732749e-01 6.97569678e-01 7.01472788e-01
 7.05444024e-01 7.09485412e-01 7.13599060e-01 7.17787167e-01
 7.22052034e-01 7.26396053e-01 7.30811925e-01 7.35321719e-01
 7.39918517e-01 7.44605180e-01 7.49384697e-01 7.54260211e-01
 7.59235014e-01 7.64312704e-01 7.69496601e-01 7.74790660e-01
 7.80176184e-01 7.85702435e-01 7.91351473e-01 7.97095963e-01
 8.03004543e-01 8.08726035e-01 8.09050743e-01 8.15240060e-01
 8.21578316e-01 8.28071685e-01 8.34726702e-01 8.41550355e-01
 8.48550070e-01 8.55733811e-01 8.63110179e-01 8.70688373e-01
 8.78479115e-01 8.86511813e-01 8.94729196e-01 9.03204396e-01
 9.11934440e-01 9.20930461e-01 9.30207486e-01 9.39780623e-01
 9.49666121e-01 9.59881612e-01 9.70446066e-01 9.81380033e-01
 9.92705845e-01 1.00444782e+00 1.01068593e+00 1.01663239e+00
 1.02910938e+00 1.04230732e+00 1.05608868e+00 1.07027103e+00
 1.08516033e+00 1.10071508e+00 1.11696321e+00 1.13400065e+00
 1.15196902e+00 1.17076487e+00 1.19055195e+00 1.21143845e+00
 1.21272190e+00 1.23349593e+00 1.25685867e+00 1.28166272e+00
 1.30806505e+00 1.33624790e+00 1.36642430e+00 1.39884516e+00
 1.41444306e+00 1.43382297e+00 1.47171729e+00 1.51290480e+00
 1.55795420e+00 1.60751938e+00 1.61638299e+00 1.66242547e+00
 1.72372759e+00 1.79280162e+00 1.81783211e+00 1.87085191e+00
 1.96200385e+00 2.01867017e+00 2.06865031e+00 2.19611733e+00
 2.22000496e+00 2.35171827e+00 2.41923353e+00 2.55107331e+00
 2.61853966e+00 2.81662241e+00 2.82655287e+00 3.01112741e+00
 3.19910993e+00 3.22474520e+00 3.39264130e+00 3.59532938e+00
 3.82914796e+00 3.83508883e+00 3.96502117e+00 4.11074926e+00
 4.27596706e+00 4.46548710e+00 4.68639403e+00 4.94727642e+00
 5.23359697e+00 5.25299240e+00 5.25801623e+00 5.28185977e+00
 5.30711724e+00 5.33278428e+00 5.35887286e+00 5.38539543e+00
 5.41236369e+00 5.43979127e+00 5.45497739e+00 5.46769233e+00
 5.49608080e+00 5.52497192e+00 5.55438121e+00 5.58432473e+00
 5.61481975e+00 5.64588425e+00 5.65698252e+00 5.67753713e+00
 5.70979791e+00 5.74268784e+00 5.77622874e+00 5.81044335e+00
 5.84535626e+00 5.85897676e+00 5.88099277e+00 5.91737966e+00
 5.95454560e+00 5.99252077e+00 6.03133681e+00 6.06096023e+00
 6.07090546e+00 6.11151735e+00 6.15307516e+00 6.19561881e+00
 6.23919041e+00 6.26295399e+00 6.28383575e+00 6.32960237e+00
 6.37654143e+00 6.42470801e+00 6.46500625e+00 6.47415335e+00
 6.52493365e+00 6.57711542e+00 6.63076969e+00 6.66693835e+00
 6.68597306e+00 6.74280655e+00 6.80135780e+00 6.86172072e+00
 6.86904789e+00 6.92383124e+00 6.98826552e+00 7.05470051e+00
 7.07093321e+00 7.12340766e+00 7.19452413e+00 7.26821444e+00
 7.27327037e+00 7.34166334e+00 7.42125010e+00 7.47423237e+00
 7.50394969e+00 7.58913628e+00 7.67716193e+00 7.67825447e+00
 7.77127013e+00 7.86873785e+00 7.87898622e+00 7.97050896e+00
 8.07712649e+00 8.08111481e+00 8.18902208e+00 8.28273174e+00
 8.30671205e+00 8.43101683e+00 8.48525283e+00 8.56138405e+00
 8.68691908e+00 8.69923308e+00 8.84607475e+00 8.88829447e+00
 9.00198950e+00 9.09175524e+00 9.17269061e+00 9.29188392e+00
 9.35137645e+00 9.49391067e+00 9.54346213e+00 9.69608362e+00
 9.75035346e+00 9.89556612e+00 9.97530519e+00 1.00987063e+01
 1.02223395e+01 1.03006630e+01 1.04930352e+01 1.05047600e+01
 1.07040974e+01 1.07926859e+01 1.09050234e+01 1.11104865e+01
 1.11275980e+01 1.13074111e+01 1.15062947e+01 1.15148194e+01
 1.17096340e+01 1.19179963e+01 1.19400126e+01 1.21121156e+01
 1.23157269e+01 1.24457040e+01 1.25192563e+01 1.27135452e+01
 1.29204615e+01 1.30485374e+01 1.31235843e+01 1.33141946e+01
 1.35163031e+01 1.37317636e+01 1.37897968e+01 1.39230612e+01
 1.41116923e+01 1.43110132e+01 1.45228939e+01 1.47428199e+01
 1.47468580e+01 1.49202152e+01 1.51026300e+01 1.52953572e+01
 1.54976265e+01 1.57130464e+01 1.59414048e+01 1.60569891e+01
 1.61390317e+01 1.63025312e+01 1.64735216e+01 1.66526996e+01
 1.68417419e+01 1.70377434e+01 1.72451951e+01 1.74652853e+01
 1.76976819e+01 1.79439973e+01 1.81050246e+01 1.81553185e+01
 1.82904978e+01 1.84302169e+01 1.85747370e+01 1.87244123e+01
 1.88795616e+01 1.90405788e+01 1.92078655e+01 1.93821668e+01
 1.95629135e+01 2.22365928e+01 2.30193182e+01 2.39188870e+01
 2.49805128e+01 2.62669705e+01 2.78434687e+01 2.98143587e+01
 3.23803403e+01 3.58826766e+01 4.08570237e+01]","[4.99439087e+01 5.09599988e+01 5.24728483e+01 5.36369705e+01
 5.48329182e+01 5.66364910e+01 5.78485107e+01 5.96020472e+01
 6.12907573e+01 6.33890899e+01 6.50870747e+01 6.73237167e+01
 6.96292134e+01 7.16421955e+01 7.43619200e+01 7.71276421e+01
 7.99102354e+01 8.31414489e+01 8.64310566e+01 9.01382475e+01
 9.40489451e+01 9.84129319e+01 1.03332292e+02 1.08156189e+02
 1.14346005e+02 1.21211574e+02 1.28813965e+02 1.37597314e+02
 1.47677357e+02 1.59753835e+02 1.74356332e+02 1.93322829e+02
 2.17759555e+02 2.51653164e+02 3.03532175e+02 3.99427625e+02
 7.05829047e+02 7.12895493e+02 7.20333361e+02 7.27827411e+02
 7.35415338e+02 7.43329589e+02 7.51459629e+02 7.60021325e+02
 7.68795041e+02 7.77927547e+02 7.87400526e+02 7.96928107e+02
 8.07248812e+02 8.17705734e+02 8.28841508e+02 8.40293172e+02
 8.52263195e+02 8.64376317e+02 8.77394345e+02 8.91069769e+02
 9.05503043e+02 9.20924427e+02 9.36679656e+02 9.54267651e+02
 9.71751570e+02 9.90596130e+02 1.01000513e+03 1.03076422e+03
 1.05271702e+03 1.07606713e+03 1.10089278e+03 1.12751537e+03
 1.15596825e+03 1.18673709e+03 1.21977492e+03 1.25609111e+03
 1.29583598e+03 1.33956171e+03 1.38790909e+03 1.44208322e+03
 1.50318953e+03 1.57284615e+03 1.65293277e+03 1.74671459e+03
 1.85658648e+03 1.99107889e+03 2.16158233e+03 2.38242249e+03
 2.68841138e+03 3.15390131e+03 3.99699511e+03 6.33880172e+03
 6.38827916e+03 6.43893514e+03 6.49079877e+03 6.54397610e+03
 6.59786359e+03 6.65023629e+03 6.70702696e+03 6.76221977e+03
 6.82575122e+03 6.88838935e+03 6.95006294e+03 7.01541723e+03
 7.07500283e+03 7.14478240e+03 7.21090766e+03 7.29150174e+03
 7.36325943e+03 7.43648885e+03 7.52429775e+03 7.60616057e+03
 7.68718458e+03 7.77916198e+03 7.86874219e+03 7.95787746e+03
 8.05444756e+03 8.15313301e+03 8.26787552e+03 8.37559746e+03
 8.48119258e+03 8.60241324e+03 8.72834180e+03 8.85870059e+03
 8.99408329e+03 9.12826744e+03 9.28011598e+03 9.43767063e+03
 9.61010307e+03 9.78673128e+03 9.96585369e+03 1.01627733e+04
 1.03636459e+04 1.05794214e+04 1.08251101e+04 1.10720146e+04
 1.13474800e+04 1.16379055e+04 1.19440755e+04 1.22929753e+04
 1.26640194e+04 1.30731360e+04 1.35234957e+04 1.40153843e+04
 1.45914548e+04 1.50729215e+04 1.52285789e+04 1.59601550e+04
 1.67909702e+04 1.77961530e+04 1.90106998e+04 2.05179545e+04
 2.24510290e+04 2.50693567e+04 2.88782732e+04 2.99039255e+04
 3.53208058e+04 4.35956950e+04 5.01583699e+04 5.04199773e+04
 5.06857660e+04 5.09558479e+04 5.12303396e+04 5.15093607e+04
 5.17930387e+04 5.20814923e+04 5.23748839e+04 5.26733368e+04
 5.29769999e+04 5.32860275e+04 5.36005778e+04 5.39208181e+04
 5.42469254e+04 5.45790791e+04 5.49122296e+04 5.52572357e+04
 5.56088979e+04 5.59674338e+04 5.63330690e+04 5.67060454e+04
 5.70866150e+04 5.74750996e+04 5.78716542e+04 5.82766327e+04
 5.86811413e+04 5.91044299e+04 5.95371352e+04 5.99618099e+04
 6.04152156e+04 6.08543299e+04 6.08792525e+04 6.13543451e+04
 6.18409483e+04 6.23395440e+04 6.28506365e+04 6.33747801e+04
 6.39125488e+04 6.44645541e+04 6.50314388e+04 6.56137998e+04
 6.62122683e+04 6.68262948e+04 6.74580380e+04 6.81076832e+04
 6.87767582e+04 6.94664174e+04 7.01776967e+04 7.09117703e+04
 7.16699122e+04 7.24534781e+04 7.32639537e+04 7.41029529e+04
 7.49722211e+04 7.58736391e+04 7.63526268e+04 7.68092878e+04
 7.77689968e+04 7.88062046e+04 7.98677225e+04 8.09670314e+04
 8.21185536e+04 8.33220925e+04 8.45765916e+04 8.58955883e+04
 8.72815821e+04 8.87349065e+04 9.02654781e+04 9.18727233e+04
 9.19719766e+04 9.35789532e+04 9.53872946e+04 9.73086425e+04
 9.93556360e+04 1.01542961e+05 1.03887876e+05 1.06410723e+05
 1.07606615e+05 1.09118322e+05 1.12107301e+05 1.15325782e+05
 1.18880068e+05 1.22799493e+05 1.23501309e+05 1.27151427e+05
 1.32024136e+05 1.37529892e+05 1.39530993e+05 1.43711732e+05
 1.51093030e+05 1.55505698e+05 1.59521412e+05 1.69824378e+05
 1.71866211e+05 1.82487063e+05 1.88058013e+05 1.98804531e+05
 2.04348495e+05 2.20702262e+05 2.21614092e+05 2.37031644e+05
 2.52849995e+05 2.55018126e+05 2.69283279e+05 2.86541877e+05
 3.06837770e+05 3.07354898e+05 3.18673835e+05 3.31410968e+05
 3.46466172e+05 3.63047384e+05 3.83293387e+05 4.07340187e+05
 4.33988052e+05 4.35794076e+05 4.36261966e+05 4.38418689e+05
 4.40843301e+05 4.43298653e+05 4.45786447e+05 4.48308639e+05
 4.50867196e+05 4.53464548e+05 4.54901019e+05 4.56103019e+05
 4.58784881e+05 4.61512535e+05 4.64288411e+05 4.67114993e+05
 4.69994888e+05 4.72930776e+05 4.73980372e+05 4.75925475e+05
 4.78981841e+05 4.82102623e+05 4.85291103e+05 4.88550452e+05
 4.91884074e+05 4.93186956e+05 4.95295829e+05 4.98789439e+05
 5.02368842e+05 5.06038259e+05 5.09802012e+05 5.12800068e+05
 5.13764725e+05 5.17712589e+05 5.21767194e+05 5.25933995e+05
 5.30218717e+05 5.32563052e+05 5.34627499e+05 5.39166710e+05
 5.43843121e+05 5.48663911e+05 5.52715791e+05 5.53637974e+05
 5.58772754e+05 5.64074035e+05 5.69548215e+05 5.73250592e+05
 5.75202788e+05 5.81046602e+05 5.87088908e+05 5.93340107e+05
 5.94100393e+05 5.99335394e+05 6.06192616e+05 6.13132948e+05
 6.14852727e+05 6.20434295e+05 6.28027962e+05 6.35918570e+05
 6.36460757e+05 6.43642055e+05 6.52223831e+05 6.57735452e+05
 6.61111630e+05 6.70135960e+05 6.79581055e+05 6.79698814e+05
 6.89762372e+05 7.00494419e+05 7.01619294e+05 7.11693931e+05
 7.23498616e+05 7.23941671e+05 7.35970141e+05 7.46482031e+05
 7.49181897e+05 7.63207836e+05 7.69141423e+05 7.78090697e+05
 7.92460960e+05 7.93874508e+05 8.10925388e+05 8.15840995e+05
 8.29120389e+05 8.39776418e+05 8.49365119e+05 8.63560990e+05
 8.70709339e+05 8.87494096e+05 8.93512075e+05 9.11728500e+05
 9.18621651e+05 9.37723049e+05 9.47004480e+05 9.62099617e+05
 9.77809363e+05 9.87986118e+05 1.01330803e+06 1.01485829e+06
 1.04131492e+06 1.05314366e+06 1.06821928e+06 1.09603799e+06
 1.09836999e+06 1.12321599e+06 1.15084952e+06 1.15204195e+06
 1.17945552e+06 1.20920930e+06 1.21237679e+06 1.23729476e+06
 1.26713822e+06 1.28639674e+06 1.29736685e+06 1.32658750e+06
 1.35809084e+06 1.37778269e+06 1.38932002e+06 1.41914199e+06
 1.45086008e+06 1.48524266e+06 1.49457924e+06 1.51615464e+06
 1.54715660e+06 1.57962746e+06 1.61483869e+06 1.65139664e+06
 1.65208220e+06 1.68165987e+06 1.71315994e+06 1.74738618e+06
 1.78144457e+06 1.81955215e+06 1.85980400e+06 1.88054200e+06
 1.89532202e+06 1.92491854e+06 1.95608131e+06 1.98904682e+06
 2.02489414e+06 2.05962522e+06 2.09759348e+06 2.13886303e+06
 2.18220744e+06 2.22823787e+06 2.25869028e+06 2.26821945e+06
 2.29387018e+06 2.32043728e+06 2.34797261e+06 2.37654819e+06
 2.40623363e+06 2.43712334e+06 2.46934863e+06 2.50325252e+06
 2.53790060e+06 3.05367214e+06 3.20482404e+06 3.37905627e+06
 3.58440418e+06 3.82783347e+06 4.12392483e+06 4.49396542e+06
 4.96709376e+06 5.59537675e+06 6.47708599e+06]"
1,5.1,"[3.76497008e-04 3.84241521e-04 3.93340953e-04 4.02575416e-04
 4.12161758e-04 4.21741208e-04 4.33133912e-04 4.43987372e-04
 4.56299771e-04 4.68109572e-04 4.82080393e-04 4.96049731e-04
 5.10120675e-04 5.26566276e-04 5.42740283e-04 5.60870125e-04
 5.79661315e-04 5.99700428e-04 6.21054679e-04 6.43301049e-04
 6.68069102e-04 6.95064634e-04 7.23292461e-04 7.54290720e-04
 7.87370864e-04 8.25265246e-04 8.64796119e-04 9.10672886e-04
 9.60635692e-04 1.01679032e-03 1.07944705e-03 1.15278553e-03
 1.23886829e-03 1.33915482e-03 1.46187418e-03 1.61383430e-03
 1.81288243e-03 2.08502268e-03 2.49502818e-03 3.22038842e-03
 5.16310835e-03 5.19928231e-03 5.23959075e-03 5.28000574e-03
 5.32207713e-03 5.36416556e-03 5.40801038e-03 5.45259560e-03
 5.49839488e-03 5.54503001e-03 5.59302523e-03 5.64207218e-03
 5.69250305e-03 5.74439304e-03 5.79719636e-03 5.85204622e-03
 5.90772192e-03 5.96540012e-03 6.02462093e-03 6.08581333e-03
 6.14841065e-03 6.21313502e-03 6.27972306e-03 6.34827235e-03
 6.41906383e-03 6.49220600e-03 6.56779600e-03 6.64598641e-03
 6.72693829e-03 6.81080300e-03 6.89776588e-03 6.98802942e-03
 7.07830956e-03 7.17608546e-03 7.27798449e-03 7.38390402e-03
 7.49451032e-03 7.61005456e-03 7.73095513e-03 7.85739122e-03
 7.99028647e-03 8.13008599e-03 8.27717428e-03 8.43224525e-03
 8.59619326e-03 8.76916734e-03 8.95322811e-03 9.14900880e-03
 9.35814958e-03 9.58148599e-03 9.82144953e-03 1.00798759e-02
 1.03593828e-02 1.06629688e-02 1.09943764e-02 1.13528110e-02
 1.17542438e-02 1.22018611e-02 1.27030960e-02 1.32704682e-02
 1.39204147e-02 1.46733664e-02 1.55635976e-02 1.66363986e-02
 1.79639705e-02 1.96661634e-02 2.19630711e-02 2.53080466e-02
 3.08753688e-02 4.31103468e-02 1.51877395e-01 2.08799833e-01
 2.38265540e-01 2.85596992e-01 3.82629612e-01 3.89208315e-01
 4.73306286e-01 6.61289479e-01 9.04093154e-01 9.26766204e-01
 9.51310659e-01 9.78003209e-01 1.00718185e+00 1.01031743e+00
 1.03926507e+00 1.07477764e+00 1.11438944e+00 1.15897518e+00
 1.20968142e+00 1.21230487e+00 1.26763967e+00 1.33614415e+00
 1.41420951e+00 1.41744329e+00 1.51699473e+00 1.61375721e+00
 1.64274037e+00 1.80924135e+00 1.81694625e+00 2.01588296e+00
 2.04477652e+00 2.19775454e+00 2.41941653e+00 2.42278516e+00
 2.56720665e+00 2.74401245e+00 2.96771769e+00 3.18279497e+00
 3.19411936e+00 3.24142049e+00 3.29112226e+00 3.34344214e+00
 3.39728621e+00 3.45571095e+00 3.51763059e+00 3.58344985e+00
 3.65299312e+00 3.72801401e+00 3.80791519e+00 3.89390377e+00
 3.98599927e+00 4.08713939e+00 4.19732681e+00 4.31802195e+00
 4.45116797e+00 4.59922768e+00 4.76545846e+00 4.95419763e+00
 5.17127068e+00 5.42527433e+00 5.72851087e+00 6.10058119e+00
 6.57463528e+00 7.21267106e+00 8.15481284e+00 8.54614942e+00
 8.68075339e+00 8.88853175e+00 8.95076708e+00 9.08123695e+00
 9.28250011e+00 9.44651407e+00 9.48940566e+00 9.68203627e+00
 9.88456177e+00 1.00748887e+01 1.00974294e+01 1.02780181e+01
 1.04722251e+01 1.06822158e+01 1.09021375e+01 1.09078825e+01
 1.10762601e+01 1.12560302e+01 1.14481058e+01 1.16553442e+01
 1.18796502e+01 1.21121441e+01 1.21186298e+01 1.22647764e+01
 1.24191392e+01 1.25819036e+01 1.27542413e+01 1.29377443e+01
 1.31344399e+01 1.33446374e+01 1.35713451e+01 1.38166911e+01
 1.40837440e+01 1.42766096e+01 1.43412357e+01 1.45410825e+01
 1.46504329e+01 1.47424020e+01 1.49438779e+01 1.50755979e+01
 1.51470216e+01 1.53443970e+01 1.55550372e+01 1.55637103e+01
 1.57471960e+01 1.59493710e+01 1.61353061e+01 1.61595308e+01
 1.63515879e+01 1.65519468e+01 1.67637216e+01 1.68141493e+01
 1.69558933e+01 1.71517932e+01 1.73553097e+01 1.75683319e+01
 1.76443149e+01 1.77640547e+01 1.79521242e+01 1.81490542e+01
 1.83556695e+01 1.85728445e+01 1.86959576e+01 1.87767248e+01
 1.89601430e+01 1.91514740e+01 1.93466958e+01 1.95515487e+01
 1.97660539e+01 1.99903784e+01 2.00671205e+01 2.19728367e+01]","[3.05038611e+01 3.11223876e+01 3.20611387e+01 3.27757858e+01
 3.35967848e+01 3.41821965e+01 3.51547508e+01 3.61232983e+01
 3.70110504e+01 3.79587219e+01 3.90648481e+01 4.03592992e+01
 4.13831394e+01 4.26844897e+01 4.42767538e+01 4.54888330e+01
 4.71036022e+01 4.86479785e+01 5.05541126e+01 5.24172024e+01
 5.45872398e+01 5.64203611e+01 5.91153490e+01 6.16457104e+01
 6.40920632e+01 6.70631704e+01 7.05051742e+01 7.41378852e+01
 7.81690395e+01 8.27691577e+01 8.82008634e+01 9.43191537e+01
 1.00829157e+02 1.09548778e+02 1.19312044e+02 1.32057634e+02
 1.47896328e+02 1.69878215e+02 2.04093776e+02 2.62870266e+02
 4.21468580e+02 4.24621041e+02 4.27632736e+02 4.31018032e+02
 4.34360647e+02 4.37835914e+02 4.41378534e+02 4.45044574e+02
 4.49002592e+02 4.52765955e+02 4.57022248e+02 4.61084731e+02
 4.65521816e+02 4.70085327e+02 4.74292580e+02 4.78949338e+02
 4.83497815e+02 4.88222387e+02 4.93024989e+02 4.97729461e+02
 5.02854872e+02 5.07791003e+02 5.12927165e+02 5.18658825e+02
 5.24440387e+02 5.30335945e+02 5.36469578e+02 5.42816897e+02
 5.49319964e+02 5.56058131e+02 5.63167981e+02 5.70542223e+02
 5.77993924e+02 5.85891441e+02 5.94214105e+02 6.02912831e+02
 6.12116245e+02 6.21857675e+02 6.32149097e+02 6.42538649e+02
 6.53727637e+02 6.65408547e+02 6.77476288e+02 6.90094880e+02
 7.03285391e+02 7.17604241e+02 7.32535060e+02 7.48434804e+02
 7.65037277e+02 7.83358037e+02 8.02660405e+02 8.23579495e+02
 8.46153078e+02 8.70959553e+02 8.98101417e+02 9.27283691e+02
 9.60100848e+02 9.97005400e+02 1.03830281e+03 1.08494251e+03
 1.13861624e+03 1.19925322e+03 1.27252081e+03 1.36090662e+03
 1.46995654e+03 1.60904528e+03 1.79692835e+03 2.06997272e+03
 2.52436866e+03 3.53130523e+03 1.24680942e+04 1.71494683e+04
 1.95802192e+04 2.35248314e+04 3.15561487e+04 3.21011744e+04
 3.91221258e+04 5.49517120e+04 7.55037402e+04 7.74321753e+04
 7.95226074e+04 8.17995042e+04 8.42929779e+04 8.45612106e+04
 8.70401181e+04 9.00879214e+04 9.34960776e+04 9.73446365e+04
 1.01740935e+05 1.01968932e+05 1.06860802e+05 1.12860402e+05
 1.19693984e+05 1.19977005e+05 1.28729353e+05 1.37275054e+05
 1.39839067e+05 1.54474041e+05 1.55160608e+05 1.73032379e+05
 1.75644351e+05 1.89617423e+05 2.10133870e+05 2.10435446e+05
 2.23759618e+05 2.40175894e+05 2.61375581e+05 2.82229922e+05
 2.83340095e+05 2.87981958e+05 2.92864767e+05 2.98006810e+05
 3.03226652e+05 3.09019688e+05 3.15149517e+05 3.21627199e+05
 3.28580834e+05 3.35957570e+05 3.43978027e+05 3.52627552e+05
 3.62110214e+05 3.72409744e+05 3.83539220e+05 3.95822403e+05
 4.09685941e+05 4.25393448e+05 4.43152485e+05 4.63600976e+05
 4.87213347e+05 5.15930372e+05 5.50672202e+05 5.94267899e+05
 6.51675232e+05 7.31685487e+05 8.59657972e+05 9.17056121e+05
 9.37059311e+05 9.68301224e+05 9.77995302e+05 9.98076134e+05
 1.02947694e+06 1.05552294e+06 1.06239453e+06 1.09322444e+06
 1.12660901e+06 1.15855361e+06 1.16234331e+06 1.19316341e+06
 1.22672383e+06 1.26357744e+06 1.30284911e+06 1.30389862e+06
 1.33498718e+06 1.36868688e+06 1.40428179e+06 1.44410375e+06
 1.48798981e+06 1.53409425e+06 1.53538980e+06 1.56472560e+06
 1.59600065e+06 1.62912246e+06 1.66430124e+06 1.70205704e+06
 1.74361620e+06 1.78783862e+06 1.83628343e+06 1.88915039e+06
 1.94721091e+06 1.98957256e+06 2.00382228e+06 2.04726472e+06
 2.07106434e+06 2.09113892e+06 2.13617068e+06 2.16529165e+06
 2.18109466e+06 2.22470871e+06 2.27180235e+06 2.27374276e+06
 2.31481654e+06 2.36012905e+06 2.40188853e+06 2.40734124e+06
 2.45090336e+06 2.49512993e+06 2.54215448e+06 2.55343539e+06
 2.58529120e+06 2.62903408e+06 2.67443803e+06 2.72228939e+06
 2.73917180e+06 2.76576635e+06 2.80750060e+06 2.85113702e+06
 2.89683227e+06 2.94474935e+06 2.97185469e+06 2.98961380e+06
 3.02992054e+06 3.07204663e+06 3.11460474e+06 3.15966162e+06
 3.20683996e+06 3.25615826e+06 3.27302612e+06 3.67975031e+06]"
