3.000000000000000000e+01,6.400000000000000399e-08
3.142857142857142705e+01,5.832000000000000236e-06
3.285714285714285410e+01,3.429999999999999877e-07
3.428571428571428470e+01,9.999999999999999547e-07
3.571428571428571530e+01,5.832000000000000236e-06
3.714285714285714590e+01,5.931899999999999906e-05
3.857142857142856940e+01,8.000000000000000498e-09
4.000000000000000000e+01,8.000000000000000498e-09
4.142857142857143060e+01,7.950699999999999619e-05
4.285714285714286120e+01,7.408799999999999945e-05
4.428571428571428470e+01,2.500469999999999863e-04
4.571428571428571530e+01,8.000000000000000498e-09
4.714285714285713880e+01,2.700000000000000023e-08
4.857142857142856940e+01,2.160000000000000019e-07
5.000000000000000000e+01,1.815847999999999898e-03
5.142857142857143060e+01,2.097152000000000131e-03
5.285714285714286120e+01,2.299967999999999891e-03
5.428571428571428470e+01,2.515456000000000115e-03
5.571428571428571530e+01,2.685619000000000201e-03
5.714285714285713880e+01,2.803220999999999838e-03
5.857142857142856940e+01,2.985984000000000121e-03
6.000000000000000000e+01,3.112136000000000156e-03
6.142857142857143060e+01,3.241791999999999851e-03
6.285714285714286120e+01,3.374999999999999962e-03
6.428571428571427759e+01,3.511807999999999944e-03
6.571428571428572241e+01,3.652264000000000118e-03
6.714285714285713880e+01,3.796415999999999940e-03
6.857142857142856940e+01,3.869893000000000118e-03
7.000000000000000000e+01,4.019678999999999960e-03
7.142857142857143060e+01,4.095999999999999815e-03
7.285714285714286120e+01,4.173281000000000039e-03
7.428571428571427759e+01,4.251528000000000078e-03
7.571428571428572241e+01,4.330747000000000242e-03
7.714285714285713880e+01,4.410943999999999976e-03
7.857142857142856940e+01,4.492124999999999591e-03
3.000000000000000000e+01,2.196999999999999887e-06
3.142857142857142705e+01,7.999999999999999638e-06
3.285714285714285410e+01,4.913000000000000226e-06
3.428571428571428470e+01,1.728000000000000015e-06
3.571428571428571530e+01,5.487199999999999912e-05
3.714285714285714590e+01,6.892099999999999962e-05
3.857142857142856940e+01,1.562500000000000033e-05
4.000000000000000000e+01,5.487199999999999912e-05
4.142857142857143060e+01,1.105920000000000010e-04
4.285714285714286120e+01,1.250000000000000026e-04
4.428571428571428470e+01,7.290000000000000473e-04
4.571428571428571530e+01,5.513679999999999970e-04
4.714285714285713880e+01,4.912999999999999833e-03
4.857142857142856940e+01,1.404927999999999949e-03
5.000000000000000000e+01,2.248090999999999805e-03
5.142857142857143060e+01,4.251528000000000078e-03
5.285714285714286120e+01,2.743999999999999911e-03
5.428571428571428470e+01,3.176523000000000107e-03
5.571428571428571530e+01,3.652264000000000118e-03
5.714285714285713880e+01,5.359375000000000423e-03
5.857142857142856940e+01,3.581576999999999851e-03
6.000000000000000000e+01,3.796415999999999940e-03
6.142857142857143060e+01,4.912999999999999833e-03
6.285714285714286120e+01,6.751268999999999847e-03
6.571428571428572241e+01,5.832000000000000378e-03
6.714285714285713880e+01,5.545233000000000106e-03
6.857142857142856940e+01,7.077888000000000061e-03
7.142857142857143060e+01,6.434856000000000083e-03
7.428571428571427759e+01,6.751268999999999847e-03
8.000000000000000000e+01,4.492124999999999591e-03
8.142857142857143060e+01,4.574296000000000265e-03
8.285714285714286120e+01,4.574296000000000265e-03
8.428571428571427759e+01,4.574296000000000265e-03
8.571428571428572241e+01,4.574296000000000265e-03
8.714285714285713880e+01,4.574296000000000265e-03
8.857142857142856940e+01,4.492124999999999591e-03
9.000000000000000000e+01,4.410943999999999976e-03
9.142857142857143060e+01,4.251528000000000078e-03
9.285714285714286120e+01,4.019678999999999960e-03
9.428571428571429180e+01,3.652264000000000118e-03
9.428571428571429180e+01,2.097152000000000131e-03
9.285714285714286120e+01,1.601612999999999995e-03
9.142857142857143060e+01,1.259712000000000071e-03
9.000000000000000000e+01,9.702989999999999879e-04
8.857142857142856940e+01,7.535709999999999718e-04
8.714285714285713880e+01,5.927039999999999956e-04
8.571428571428572241e+01,4.389759999999999929e-04
8.428571428571427759e+01,3.144320000000000144e-04
8.285714285714286120e+01,2.053789999999999999e-04
8.142857142857143060e+01,1.105920000000000010e-04
8.000000000000000000e+01,2.979099999999999988e-05
7.857142857142856940e+01,7.762391999999999903e-03
7.571428571428572241e+01,7.762391999999999903e-03
7.428571428571427759e+01,6.644671999999999905e-03
7.285714285714286120e+01,6.331624999999999580e-03
7.142857142857143060e+01,5.929740999999999658e-03
7.000000000000000000e+01,6.128487000000000171e-03
6.857142857142856940e+01,5.359375000000000423e-03
6.714285714285713880e+01,5.000211000000000065e-03
6.571428571428572241e+01,4.912999999999999833e-03
6.428571428571427759e+01,5.000211000000000065e-03
6.285714285714286120e+01,4.410943999999999976e-03
6.142857142857143060e+01,3.944312000000000165e-03
6.000000000000000000e+01,3.723875000000000188e-03
5.857142857142856940e+01,3.442951000000000084e-03
5.714285714285713880e+01,3.307949000000000132e-03
5.571428571428571530e+01,3.241791999999999851e-03
5.428571428571428470e+01,3.112136000000000156e-03
5.285714285714286120e+01,2.685619000000000201e-03
5.142857142857143060e+01,2.406104000000000055e-03
5.000000000000000000e+01,2.197000000000000168e-03
4.857142857142856940e+01,3.276800000000000204e-05
4.714285714285713880e+01,4.741631999999999965e-03
4.571428571428571530e+01,4.745519999999999925e-04
4.428571428571428470e+01,7.049689999999999516e-04
4.285714285714286120e+01,1.176489999999999979e-04
4.142857142857143060e+01,1.038229999999999985e-04
4.000000000000000000e+01,5.065299999999999767e-05
3.857142857142856940e+01,7.999999999999999638e-06
3.714285714285714590e+01,6.399999999999999710e-05
3.571428571428571530e+01,6.858999999999999890e-06
3.428571428571428470e+01,1.331000000000000047e-06
3.285714285714285410e+01,3.374999999999999874e-06
3.142857142857142705e+01,6.858999999999999890e-06
3.000000000000000000e+01,5.120000000000000319e-07
8.000000000000000000e+01,2.196999999999999887e-06
8.142857142857143060e+01,1.249999999999999943e-07
8.285714285714286120e+01,6.400000000000000399e-08
8.428571428571427759e+01,6.400000000000000399e-08
8.571428571428572241e+01,2.700000000000000023e-08
8.714285714285713880e+01,2.700000000000000023e-08
8.857142857142856940e+01,2.700000000000000023e-08
9.000000000000000000e+01,2.700000000000000023e-08
9.142857142857143060e+01,8.000000000000000498e-09
9.285714285714286120e+01,8.000000000000000498e-09
9.428571428571429180e+01,8.000000000000000498e-09
9.571428571428572241e+01,8.000000000000000498e-09
9.714285714285713880e+01,8.000000000000000498e-09
9.857142857142856940e+01,8.000000000000000498e-09
1.000000000000000000e+02,8.000000000000000498e-09
